31,142,0.0
142,31,0.362615519838604
5,8,0.7161918594441344
5,8,1.5572495624194336
142,31,4.300042420833549
5,8,4.419896509332695
142,31,5.500750205637539
142,15,9.187595075117075
142,31,9.781474796274562
142,15,10.140595075902016
142,15,10.856922359081866
142,31,10.975999817530425
31,142,11.19137264046417
5,8,11.2343226983727
142,31,11.342736400655046
142,15,12.29383126250863
5,8,12.520620727516219
142,15,12.984506383930341
5,8,13.026796513096562
5,8,13.238417045073378
15,142,13.36956678140421
5,8,14.07210862902399
15,142,15.38880780362985
107,51,17.27153975553358
5,8,17.31425617553416
5,8,17.769317218080033
107,51,17.89548962460048
31,142,20.516361240557853
49,142,21.225722006772827
137,142,21.22908545610616
135,142,21.229507000259456
93,142,21.230167494842828
64,142,21.23264581427472
50,142,21.23354450240313
21,142,21.233813828169932
35,142,21.234401523279082
10,142,21.23573062766345
117,142,21.237433538391254
132,142,21.238060149004966
47,142,21.24663193225282
101,142,21.247172494909865
5,8,21.84055274593034
137,62,22.54483068120501
5,8,22.67077566599717
70,62,23.25942809334408
137,62,23.381914292368823
70,62,23.390641330009288
5,8,23.977240295001195
142,15,26.008845412066687
135,62,26.122494294871935
137,62,26.124555041935476
47,62,26.12699769352706
107,51,30.7762562691828
51,107,30.867905199588744
107,51,30.9288189230984
62,70,31.139963411795545
31,15,32.69690123514926
15,31,33.407004826570905
5,8,36.74872535204056
107,51,38.06342484780668
51,107,38.302325188130695
51,107,39.25408487834628
142,15,39.37694348350462
107,51,39.61910898730547
5,8,40.335847516723234
137,62,40.92678038591291
137,142,41.36481240030832
135,142,41.373033335362216
47,142,41.37572169230641
102,27,41.402818383563066
27,125,41.429456209951546
62,137,41.75080678864116
5,8,41.77795963387789
62,70,41.88512921408184
137,62,41.99769135166251
47,62,41.99885422129546
107,62,42.004785788021216
135,62,42.00632079818266
70,62,42.09929367390164
70,62,42.13963338815462
62,137,42.46377914272421
62,70,42.486388400743955
62,137,42.57453499682607
137,62,42.62176127125949
137,62,42.69742640831338
